,age,job,marital,education,default,housing,loan,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
210,40,technician,single,university.degree,no,no,no,nov,mon,130,1,7,2,failure,-3.4,92.649,-30.1,0.714,5017.5,yes
211,31,admin.,married,university.degree,no,yes,no,oct,mon,131,1,999,0,nonexistent,-0.1,93.798,-40.4,4.912,5195.8,yes
212,22,student,single,high.school,no,yes,yes,may,tue,131,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,yes
213,43,blue-collar,married,basic.6y,no,yes,no,jun,mon,131,4,999,1,failure,-2.9,92.963,-40.8,1.281,5076.2,yes
214,54,admin.,divorced,high.school,no,yes,no,aug,thu,131,2,4,1,success,-2.9,92.201,-31.4,0.883,5076.2,yes
215,20,student,single,basic.4y,no,yes,no,aug,wed,131,1,999,1,failure,-2.9,92.201,-31.4,0.879,5076.2,yes
216,70,retired,married,basic.4y,no,yes,no,oct,mon,131,1,999,0,nonexistent,-3.4,92.431,-26.9,0.739,5017.5,yes
217,55,unemployed,married,basic.9y,no,no,no,oct,tue,131,1,999,0,nonexistent,-3.4,92.431,-26.9,0.728,5017.5,yes
218,63,management,married,basic.4y,unknown,yes,no,nov,tue,131,4,999,2,failure,-3.4,92.649,-30.1,0.715,5017.5,yes
219,20,student,single,high.school,no,no,no,nov,wed,131,1,999,3,failure,-3.4,92.649,-30.1,0.715,5017.5,yes
220,37,admin.,divorced,university.degree,no,no,yes,nov,fri,132,1,999,0,nonexistent,-0.1,93.2,-42,4.223,5195.8,yes
221,29,admin.,single,unknown,no,yes,no,mar,mon,132,1,999,0,nonexistent,-1.8,93.369,-34.8,0.652,5008.7,yes
222,42,self-employed,married,university.degree,no,no,no,apr,tue,133,2,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,yes
223,40,admin.,single,high.school,no,yes,no,apr,mon,133,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
224,60,retired,married,university.degree,no,yes,no,may,tue,133,1,3,1,success,-1.8,92.893,-46.2,1.266,5099.1,yes
225,56,retired,married,professional.course,no,no,no,oct,thu,133,1,3,1,success,-3.4,92.431,-26.9,0.733,5017.5,yes
226,24,unknown,single,university.degree,no,yes,yes,jun,tue,134,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,yes
227,74,retired,married,basic.9y,no,yes,no,oct,thu,134,2,6,1,success,-3.4,92.431,-26.9,0.74,5017.5,yes
228,29,admin.,single,university.degree,no,no,no,nov,thu,134,2,9,2,failure,-3.4,92.649,-30.1,0.714,5017.5,yes
229,56,blue-collar,divorced,basic.4y,no,no,no,nov,thu,134,1,999,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,yes
230,82,retired,divorced,basic.4y,no,yes,no,nov,tue,134,2,3,1,success,-3.4,92.649,-30.1,0.715,5017.5,yes
231,34,admin.,single,university.degree,no,no,no,oct,tue,135,1,999,0,nonexistent,-0.1,93.798,-40.4,4.86,5195.8,yes
232,37,admin.,married,university.degree,no,yes,no,apr,wed,135,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,yes
233,51,technician,married,professional.course,no,yes,no,jul,thu,135,2,999,1,failure,-2.9,92.469,-33.6,1.072,5076.2,yes
234,36,admin.,married,university.degree,no,no,no,oct,wed,135,1,999,0,nonexistent,-3.4,92.431,-26.9,0.735,5017.5,yes
235,34,admin.,single,university.degree,no,no,no,nov,thu,135,1,6,1,success,-3.4,92.649,-30.1,0.714,5017.5,yes
236,32,admin.,single,university.degree,no,yes,no,nov,fri,135,1,999,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,yes
237,43,admin.,married,university.degree,no,yes,no,nov,tue,135,1,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,yes
238,28,admin.,single,university.degree,no,no,no,may,wed,135,2,3,2,success,-1.8,93.876,-40,0.697,5008.7,yes
239,19,student,single,basic.6y,no,no,no,mar,tue,136,1,999,0,nonexistent,-1.8,92.843,-50,1.556,5099.1,yes
240,25,student,single,university.degree,no,no,yes,jun,thu,136,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes
241,35,management,married,university.degree,no,no,no,jun,tue,136,2,999,0,nonexistent,-2.9,92.963,-40.8,1.252,5076.2,yes
242,33,admin.,single,high.school,no,yes,no,aug,tue,136,3,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,yes
243,49,admin.,single,high.school,no,yes,no,oct,fri,136,2,999,0,nonexistent,-3.4,92.431,-26.9,0.739,5017.5,yes
244,34,technician,single,university.degree,no,no,no,oct,thu,136,1,999,1,failure,-3.4,92.431,-26.9,0.722,5017.5,yes
245,21,student,single,basic.9y,no,yes,no,mar,wed,136,2,999,1,failure,-1.8,93.369,-34.8,0.655,5008.7,yes
246,30,student,single,unknown,no,yes,no,mar,tue,136,1,9,1,success,-1.8,93.369,-34.8,0.637,5008.7,yes
247,38,technician,married,professional.course,no,no,yes,mar,thu,137,1,999,0,nonexistent,-1.8,92.843,-50,1.757,5099.1,yes
248,78,retired,married,basic.4y,no,yes,no,apr,tue,137,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
249,30,technician,single,professional.course,no,no,no,jun,thu,137,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes
250,42,management,divorced,unknown,no,yes,no,aug,wed,137,2,4,1,success,-2.9,92.201,-31.4,0.879,5076.2,yes
251,55,retired,married,basic.4y,no,yes,no,aug,fri,137,1,3,1,success,-2.9,92.201,-31.4,0.869,5076.2,yes
252,24,student,single,basic.9y,no,unknown,unknown,sep,tue,137,1,999,0,nonexistent,-3.4,92.379,-29.8,0.788,5017.5,yes
253,71,retired,married,basic.4y,no,yes,no,oct,thu,137,1,999,1,failure,-3.4,92.431,-26.9,0.754,5017.5,yes
254,37,management,single,basic.9y,no,no,no,oct,thu,137,1,999,0,nonexistent,-3.4,92.431,-26.9,0.741,5017.5,yes
255,33,services,single,high.school,no,no,no,oct,tue,137,1,999,0,nonexistent,-3.4,92.431,-26.9,0.728,5017.5,yes
256,54,technician,married,professional.course,no,yes,no,apr,wed,138,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
257,27,admin.,single,university.degree,no,no,no,jun,mon,138,3,999,0,nonexistent,-2.9,92.963,-40.8,1.281,5076.2,yes
258,42,management,single,university.degree,no,yes,no,oct,mon,138,1,999,0,nonexistent,-3.4,92.431,-26.9,0.743,5017.5,yes
259,45,management,married,university.degree,no,yes,no,jul,thu,138,2,6,2,success,-1.7,94.215,-40.3,0.884,4991.6,yes
260,58,management,divorced,university.degree,no,no,no,nov,wed,139,1,999,0,nonexistent,-0.1,93.2,-42,4.286,5195.8,yes
261,26,management,single,university.degree,no,no,no,mar,thu,139,1,999,0,nonexistent,-1.8,92.843,-50,1.65,5099.1,yes
262,66,retired,married,basic.4y,no,no,yes,apr,wed,139,5,999,1,failure,-1.8,93.075,-47.1,1.415,5099.1,yes
263,26,blue-collar,single,university.degree,no,yes,no,may,tue,139,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,yes
264,51,admin.,married,university.degree,no,yes,no,jul,fri,139,5,999,0,nonexistent,-2.9,92.469,-33.6,0.921,5076.2,yes
265,30,admin.,married,university.degree,no,no,no,aug,tue,139,3,6,1,success,-2.9,92.201,-31.4,0.883,5076.2,yes
266,55,retired,married,basic.4y,no,yes,no,oct,thu,139,1,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,yes
267,64,retired,married,university.degree,no,no,no,mar,tue,139,2,6,1,success,-1.8,93.369,-34.8,0.652,5008.7,yes
268,82,housemaid,divorced,basic.4y,no,unknown,unknown,apr,tue,139,6,999,0,nonexistent,-1.8,93.749,-34.6,0.638,5008.7,yes
269,28,student,single,basic.9y,no,no,yes,aug,wed,139,1,6,3,failure,-1.7,94.027,-38.3,0.9,4991.6,yes
270,67,retired,married,professional.course,no,yes,no,apr,wed,140,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,yes
271,69,entrepreneur,married,high.school,no,no,no,jun,wed,140,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes
272,50,admin.,married,high.school,no,no,no,jul,wed,140,3,999,0,nonexistent,-2.9,92.469,-33.6,1.085,5076.2,yes
273,85,retired,married,professional.course,no,no,no,aug,tue,140,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,yes
274,37,admin.,married,university.degree,no,yes,no,sep,wed,140,2,999,0,nonexistent,-3.4,92.379,-29.8,0.813,5017.5,yes
275,41,admin.,divorced,university.degree,no,yes,no,jul,mon,140,1,14,2,success,-1.7,94.215,-40.3,0.793,4991.6,yes
276,45,technician,divorced,high.school,no,yes,no,oct,tue,141,1,999,0,nonexistent,-0.1,93.798,-40.4,4.86,5195.8,yes
277,62,housemaid,married,professional.course,no,yes,no,dec,fri,141,2,999,0,nonexistent,-3,92.713,-33,0.714,5023.5,yes
278,38,blue-collar,single,high.school,no,no,no,mar,wed,141,1,999,1,failure,-1.8,93.369,-34.8,0.655,5008.7,yes
279,48,admin.,married,university.degree,no,yes,no,apr,thu,141,1,999,0,nonexistent,-1.8,93.749,-34.6,0.644,5008.7,yes
280,30,unemployed,single,basic.9y,no,no,no,apr,wed,142,4,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,yes
281,34,admin.,single,university.degree,no,no,no,apr,tue,142,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,yes
282,41,services,single,university.degree,no,yes,no,aug,fri,142,1,4,2,success,-2.9,92.201,-31.4,0.881,5076.2,yes
283,66,retired,married,basic.4y,unknown,yes,no,aug,tue,142,2,999,0,nonexistent,-2.9,92.201,-31.4,0.838,5076.2,yes
284,31,admin.,married,high.school,no,no,no,oct,thu,142,1,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,yes
285,74,retired,divorced,basic.4y,no,yes,no,apr,mon,142,2,999,0,nonexistent,-1.8,93.749,-34.6,0.643,5008.7,yes
286,28,admin.,single,high.school,no,yes,no,mar,tue,143,2,999,0,nonexistent,-1.8,92.843,-50,1.799,5099.1,yes
287,40,admin.,divorced,university.degree,no,no,no,apr,wed,143,2,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,yes
288,72,admin.,married,university.degree,unknown,no,yes,oct,tue,143,1,6,1,success,-3.4,92.431,-26.9,0.728,5017.5,yes
289,72,retired,married,basic.6y,no,yes,no,jul,wed,143,1,999,0,nonexistent,-1.7,94.215,-40.3,0.881,4991.6,yes
290,82,retired,divorced,basic.4y,no,yes,no,sep,thu,143,2,999,1,failure,-1.1,94.199,-37.5,0.879,4963.6,yes
291,40,services,married,high.school,no,yes,no,oct,tue,144,1,999,1,failure,-0.1,93.798,-40.4,4.968,5195.8,yes
292,32,technician,divorced,professional.course,no,yes,no,mar,tue,144,2,999,0,nonexistent,-1.8,92.843,-50,1.556,5099.1,yes
293,63,retired,married,unknown,no,yes,no,apr,thu,144,4,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,yes
294,69,entrepreneur,married,high.school,no,no,no,jun,wed,144,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes
295,69,retired,divorced,professional.course,no,no,no,oct,tue,144,1,999,0,nonexistent,-3.4,92.431,-26.9,0.744,5017.5,yes
296,34,technician,single,university.degree,no,no,no,oct,fri,144,1,999,0,nonexistent,-3.4,92.431,-26.9,0.72,5017.5,yes
297,47,student,single,unknown,no,unknown,unknown,nov,mon,145,1,999,0,nonexistent,-0.1,93.2,-42,4.406,5195.8,yes
298,29,admin.,single,university.degree,no,yes,no,apr,wed,145,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
299,40,admin.,single,high.school,no,yes,no,jun,tue,145,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,yes
300,64,retired,married,basic.4y,no,yes,no,aug,wed,145,1,3,2,success,-2.9,92.201,-31.4,0.854,5076.2,yes
301,30,self-employed,single,university.degree,no,yes,no,sep,tue,145,1,999,0,nonexistent,-3.4,92.379,-29.8,0.788,5017.5,yes
302,24,admin.,single,university.degree,no,yes,no,mar,wed,145,2,999,1,failure,-1.8,93.369,-34.8,0.655,5008.7,yes
303,64,retired,married,university.degree,no,yes,no,apr,tue,146,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
304,36,technician,single,professional.course,no,no,no,jun,fri,146,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,yes
305,36,admin.,divorced,university.degree,no,yes,no,aug,mon,146,2,999,2,failure,-2.9,92.201,-31.4,0.884,5076.2,yes
306,42,management,single,university.degree,no,no,no,oct,mon,146,1,999,0,nonexistent,-3.4,92.431,-26.9,0.743,5017.5,yes
307,64,retired,married,high.school,no,no,no,nov,mon,146,1,3,1,success,-3.4,92.649,-30.1,0.714,5017.5,yes
308,45,technician,single,university.degree,no,no,no,may,tue,146,2,999,1,failure,-1.8,93.876,-40,0.697,5008.7,yes
309,53,housemaid,married,high.school,no,no,yes,jun,thu,147,1,999,2,failure,-2.9,92.963,-40.8,1.26,5076.2,yes
310,66,retired,married,unknown,no,no,no,aug,wed,147,2,999,1,failure,-2.9,92.201,-31.4,0.879,5076.2,yes
311,61,management,married,university.degree,no,yes,no,nov,tue,147,1,3,2,success,-3.4,92.649,-30.1,0.715,5017.5,yes
312,56,housemaid,married,university.degree,no,yes,no,apr,mon,148,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
313,27,admin.,single,university.degree,no,yes,no,apr,mon,148,1,999,0,nonexistent,-1.8,93.075,-47.1,1.392,5099.1,yes
314,27,blue-collar,single,high.school,no,yes,no,jun,mon,148,2,4,1,success,-2.9,92.963,-40.8,1.281,5076.2,yes
315,30,services,single,high.school,no,yes,no,aug,thu,148,2,999,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,yes
316,37,admin.,married,university.degree,no,yes,no,aug,tue,148,1,999,2,failure,-2.9,92.201,-31.4,0.859,5076.2,yes
317,33,admin.,married,university.degree,no,yes,no,oct,tue,148,2,6,1,success,-3.4,92.431,-26.9,0.737,5017.5,yes
318,36,management,married,university.degree,no,no,no,mar,thu,148,1,999,2,failure,-1.8,93.369,-34.8,0.654,5008.7,yes
319,22,admin.,single,university.degree,no,no,no,apr,fri,149,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
320,28,technician,single,professional.course,no,yes,yes,jun,fri,149,1,3,1,success,-2.9,92.963,-40.8,1.268,5076.2,yes
321,57,admin.,married,university.degree,no,yes,no,aug,tue,149,1,999,1,failure,-2.9,92.201,-31.4,0.883,5076.2,yes
322,32,management,single,university.degree,no,no,no,aug,thu,149,1,3,2,success,-2.9,92.201,-31.4,0.851,5076.2,yes
323,21,student,single,high.school,no,yes,no,oct,fri,149,1,999,0,nonexistent,-3.4,92.431,-26.9,0.73,5017.5,yes
324,32,technician,single,university.degree,no,yes,no,oct,tue,149,1,999,0,nonexistent,-3.4,92.431,-26.9,0.728,5017.5,yes
325,79,retired,married,basic.4y,no,no,yes,nov,tue,149,1,999,0,nonexistent,-3.4,92.649,-30.1,0.72,5017.5,yes
326,37,management,married,unknown,no,no,no,dec,wed,149,3,999,0,nonexistent,-3,92.713,-33,0.715,5023.5,yes
327,60,housemaid,married,basic.4y,no,yes,yes,apr,thu,149,1,12,1,success,-1.8,93.749,-34.6,0.635,5008.7,yes
328,29,technician,single,professional.course,no,yes,no,oct,mon,150,1,999,0,nonexistent,-0.1,93.798,-40.4,4.912,5195.8,yes
329,29,technician,married,university.degree,no,yes,no,nov,thu,150,1,999,0,nonexistent,-0.1,93.2,-42,4.592,5195.8,yes
330,50,housemaid,married,basic.4y,no,yes,no,nov,tue,150,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,yes
331,63,retired,married,unknown,no,no,no,apr,wed,150,1,999,1,failure,-1.8,93.075,-47.1,1.445,5099.1,yes
332,26,student,single,professional.course,no,yes,no,aug,fri,150,2,999,0,nonexistent,-2.9,92.201,-31.4,0.869,5076.2,yes
333,70,retired,married,basic.4y,no,no,no,sep,tue,150,1,3,2,success,-3.4,92.379,-29.8,0.77,5017.5,yes
334,45,admin.,married,university.degree,no,no,no,dec,thu,150,2,6,1,success,-3,92.713,-33,0.707,5023.5,yes
335,34,admin.,married,university.degree,no,no,no,jun,wed,150,1,3,2,success,-1.7,94.055,-39.8,0.715,4991.6,yes
336,32,admin.,single,university.degree,no,yes,no,sep,thu,150,2,10,3,success,-1.1,94.199,-37.5,0.884,4963.6,yes
337,37,management,married,university.degree,no,yes,no,oct,thu,150,3,5,5,success,-1.1,94.601,-49.5,1.025,4963.6,yes
338,44,services,married,unknown,no,no,yes,jun,mon,151,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes
339,35,blue-collar,divorced,high.school,no,no,no,aug,thu,151,1,3,1,success,-2.9,92.201,-31.4,0.851,5076.2,yes
340,30,self-employed,single,university.degree,no,yes,no,apr,thu,152,2,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,yes
341,31,self-employed,married,university.degree,no,no,no,sep,wed,152,1,3,1,success,-3.4,92.379,-29.8,0.768,5017.5,yes
342,77,retired,married,university.degree,no,yes,no,may,wed,152,1,6,4,success,-1.8,93.876,-40,0.682,5008.7,yes
343,32,technician,single,professional.course,no,no,no,may,fri,153,2,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,yes
344,26,admin.,single,university.degree,no,yes,no,jul,wed,153,1,999,0,nonexistent,-2.9,92.469,-33.6,1.029,5076.2,yes
345,38,admin.,single,university.degree,unknown,yes,no,sep,wed,153,1,3,1,success,-3.4,92.379,-29.8,0.768,5017.5,yes
346,37,admin.,single,high.school,no,no,no,mar,wed,153,2,4,2,success,-1.8,93.369,-34.8,0.655,5008.7,yes
347,24,student,single,high.school,no,yes,no,may,tue,153,2,6,2,success,-1.8,93.876,-40,0.668,5008.7,yes
348,44,services,divorced,basic.6y,no,yes,no,aug,wed,153,3,0,1,success,-1.7,94.027,-38.3,0.9,4991.6,yes
349,31,blue-collar,married,basic.6y,no,yes,no,oct,tue,154,1,999,0,nonexistent,-0.1,93.798,-40.4,4.86,5195.8,yes
350,31,technician,single,university.degree,no,no,no,oct,thu,154,1,999,0,nonexistent,-0.1,93.798,-40.4,4.794,5195.8,yes
351,26,admin.,married,university.degree,no,yes,no,mar,mon,154,1,999,0,nonexistent,-1.8,92.843,-50,1.811,5099.1,yes
352,22,student,single,high.school,no,no,no,oct,fri,154,2,999,1,failure,-3.4,92.431,-26.9,0.739,5017.5,yes
353,33,technician,married,professional.course,no,yes,no,oct,fri,154,2,999,0,nonexistent,-3.4,92.431,-26.9,0.739,5017.5,yes
354,58,unknown,married,basic.9y,no,yes,no,dec,thu,154,1,999,1,failure,-3,92.713,-33,0.72,5023.5,yes
355,46,admin.,married,university.degree,no,no,no,may,thu,154,1,999,0,nonexistent,-1.8,93.876,-40,0.692,5008.7,yes
356,25,services,single,unknown,no,yes,no,jun,tue,154,2,3,3,success,-1.7,94.055,-39.8,0.702,4991.6,yes
357,50,admin.,divorced,university.degree,no,yes,yes,may,wed,155,3,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,yes
358,29,admin.,married,high.school,no,no,no,jun,mon,155,1,999,1,failure,-2.9,92.963,-40.8,1.26,5076.2,yes
359,52,retired,divorced,university.degree,no,yes,yes,aug,thu,155,2,4,1,success,-2.9,92.201,-31.4,0.883,5076.2,yes
360,31,admin.,married,high.school,no,no,yes,aug,mon,155,2,4,1,success,-2.9,92.201,-31.4,0.884,5076.2,yes
361,26,student,single,high.school,no,yes,no,aug,fri,155,2,6,2,failure,-2.9,92.201,-31.4,0.825,5076.2,yes
362,83,retired,married,high.school,no,no,no,dec,thu,155,1,4,3,success,-3,92.713,-33,0.72,5023.5,yes
363,32,technician,married,basic.9y,no,yes,no,sep,wed,155,1,6,1,success,-1.1,94.199,-37.5,0.879,4963.6,yes
364,28,student,single,basic.9y,no,yes,no,mar,tue,156,1,999,0,nonexistent,-1.8,92.843,-50,1.799,5099.1,yes
365,66,retired,married,basic.4y,no,yes,no,mar,thu,156,1,999,0,nonexistent,-1.8,92.843,-50,1.65,5099.1,yes
366,19,student,single,unknown,no,yes,no,apr,fri,156,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
367,27,admin.,single,university.degree,no,yes,no,apr,fri,156,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
368,36,management,married,university.degree,no,yes,no,jun,thu,156,1,999,1,failure,-2.9,92.963,-40.8,1.26,5076.2,yes
369,39,technician,married,university.degree,no,yes,no,aug,fri,156,2,999,0,nonexistent,-2.9,92.201,-31.4,0.869,5076.2,yes
370,74,retired,married,basic.9y,no,yes,no,aug,mon,156,1,999,1,failure,-2.9,92.201,-31.4,0.861,5076.2,yes
371,38,technician,married,university.degree,no,no,no,oct,fri,156,1,999,0,nonexistent,-3.4,92.431,-26.9,0.739,5017.5,yes
372,80,retired,married,basic.4y,no,yes,no,mar,thu,156,1,999,0,nonexistent,-1.8,93.369,-34.8,0.635,5008.7,yes
373,53,technician,married,university.degree,no,no,no,sep,thu,156,2,999,0,nonexistent,-1.1,94.199,-37.5,0.878,4963.6,yes
374,36,technician,married,high.school,no,no,no,oct,wed,157,1,999,0,nonexistent,-0.1,93.798,-40.4,4.936,5195.8,yes
375,64,retired,married,university.degree,no,no,no,apr,tue,157,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
376,29,technician,married,high.school,no,no,no,jun,fri,157,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,yes
377,37,technician,married,professional.course,no,no,no,aug,wed,157,3,4,2,success,-2.9,92.201,-31.4,0.884,5076.2,yes
378,33,services,married,high.school,no,no,no,nov,tue,158,1,999,0,nonexistent,-0.1,93.2,-42,4.343,5195.8,yes
379,80,management,divorced,professional.course,unknown,yes,no,mar,tue,158,2,999,0,nonexistent,-1.8,92.843,-50,1.51,5099.1,yes
380,55,retired,married,basic.4y,no,yes,no,apr,mon,158,1,999,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,yes
381,45,housemaid,married,basic.4y,no,yes,no,apr,mon,158,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
382,53,admin.,married,university.degree,no,yes,no,apr,tue,158,2,6,1,success,-1.8,93.075,-47.1,1.405,5099.1,yes
383,30,admin.,single,high.school,no,yes,no,may,mon,158,2,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,yes
384,24,admin.,single,university.degree,no,yes,no,aug,thu,158,1,999,0,nonexistent,-2.9,92.201,-31.4,0.851,5076.2,yes
385,29,admin.,single,university.degree,no,no,yes,nov,wed,158,1,3,1,success,-3.4,92.649,-30.1,0.715,5017.5,yes
386,54,admin.,married,high.school,no,yes,no,apr,mon,158,2,999,0,nonexistent,-1.8,93.749,-34.6,0.642,5008.7,yes
387,37,admin.,married,university.degree,no,yes,yes,mar,tue,159,3,999,0,nonexistent,-1.8,92.843,-50,1.687,5099.1,yes
388,51,admin.,single,university.degree,no,no,no,jun,fri,159,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,yes
389,36,admin.,single,high.school,no,yes,no,aug,fri,159,1,3,2,success,-2.9,92.201,-31.4,0.849,5076.2,yes
390,43,services,married,basic.6y,no,no,no,sep,tue,159,1,999,1,failure,-3.4,92.379,-29.8,0.75,5017.5,yes
391,48,technician,single,professional.course,no,yes,no,apr,tue,159,3,999,0,nonexistent,-1.8,93.749,-34.6,0.646,5008.7,yes
392,48,admin.,married,university.degree,no,yes,no,nov,mon,159,1,6,3,success,-1.1,94.767,-50.8,1.05,4963.6,yes
393,34,blue-collar,divorced,high.school,no,yes,no,oct,thu,160,1,999,0,nonexistent,-0.1,93.798,-40.4,4.794,5195.8,yes
394,40,blue-collar,married,basic.9y,no,unknown,unknown,nov,thu,160,1,999,0,nonexistent,-0.1,93.2,-42,4.245,5195.8,yes
395,35,technician,single,professional.course,no,yes,no,nov,fri,160,1,999,0,nonexistent,-0.1,93.2,-42,4.223,5195.8,yes
